,product_id,estimated_stock_pct,id,timestamp
0,f658605e-75f3-4fed-a655-c0903f344427,0.75,3c7caeb6-e40b-4576-95e8-37bc102c5d9d,22-07-2021 10:54
1,de06083a-f5c0-451d-b2f4-9ab88b52609d,0.48,8f854997-b4f2-42f2-a524-8bf34b72516c,11-10-2016 05:03
2,ce8f3a04-d1a4-43b1-a7c2-fa1b8e7674c8,0.58,18e81b4f-701a-44a4-ad8e-9d54531804d0,24-04-2020 22:57
3,c21e3ba9-92a3-4745-92c2-6faef73223f7,0.79,3f1cc365-516e-46fc-bac4-75664564096a,22-06-2019 10:16
4,7f478817-aa5b-44e9-9059-8045228c9eb0,0.22,c29547a1-efe2-4e48-8e74-f25d2cf36781,22-03-2014 19:39
5,0f493675-d59d-45dd-9406-084932bf41c1,0.04,732adc6e-ea7e-4e5b-a697-2e07009a2ac1,28-04-2021 21:45
6,e22ea344-cea3-42fe-bb97-9a99fa7c6987,0.03,b0dbacbd-11ce-418a-a3df-f36d51008d34,18-10-2023 18:23
7,a3ec02dd-a6be-4fc0-a8d1-ef34a2addca0,0.56,f81f5030-873e-4d09-b6d8-9f464cd73b14,30-12-2019 16:42
8,21f8aa00-bc6e-4c9d-8acf-2d3bb740f30b,0.89,068a4176-7402-4489-8f2f-143dfc36b8f2,10-01-2018 07:56
9,de06083a-f5c0-451d-b2f4-9ab88b52609d,0.99,1c8596d4-8d2c-4857-aae0-154f2d4f95ec,19-09-2023 15:28
10,3c4d8881-cec2-4a4f-8915-74140a3c6db7,0.06,1f6ee9bc-35bd-4a64-a9bd-a2d74d5b7d15,21-02-2016 20:25
11,5ac95f45-65d3-4ef0-8689-3ff0d9059362,0.02,297d600a-0ded-4baa-9b87-aab9ff2cc46f,27-01-2018 01:54
12,6370633a-ac41-42a1-a29e-56c14d63786f,0.38,393b6567-f314-479c-9433-5d370240bac7,07-11-2016 10:28
13,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.75,335dc685-e1c6-4014-a198-252d35e4c9c0,24-06-2010 22:55
14,c9efdd15-3719-474a-8460-e1b77912c4a2,0.62,6cbb03c0-ea98-4974-8a75-a6cd868b3612,29-05-2017 05:08
15,e192d4a3-6458-41ae-a6ba-135ed1d4f0fc,0.8,823f5d04-3c0b-4642-a17d-f761495bb317,16-01-2012 17:44
16,7e33937d-7b4d-426c-a72f-382485b6df26,0.38,f5642c2d-24b6-45b7-ad0c-85d9abf7634b,07-05-2011 01:08
17,c21e3ba9-92a3-4745-92c2-6faef73223f7,0.74,ab3d9d53-26f6-4ad6-bb39-d199791762e5,01-03-2021 07:06
18,21b94d7d-5ff9-4a69-aa1e-77d37e8068bf,0.17,8c6592a7-1a05-4ab4-9cc5-e99be87f69f8,06-03-2016 21:59
19,74808ebf-57da-45d2-ab84-cb2cf2a2a797,0.42,119ac030-7734-414f-a01e-1d8cd8bedcb1,07-02-2022 17:18
20,e2cd61ba-d5b1-4515-982b-261da2b05f18,0.51,b5209d88-14d0-4899-9ed7-b25613e6230a,13-01-2012 23:28
21,75d576b8-dab5-4663-9523-ec5f07819535,0.88,c253a26d-abf7-4ae7-9c29-0d7b4d3ca250,28-05-2022 05:39
22,a3ec02dd-a6be-4fc0-a8d1-ef34a2addca0,0.66,5f4df6b3-03c0-435d-9abc-baca7426420d,20-01-2021 13:24
23,7cb00b7d-207a-4179-8f47-297f7f15c555,0.86,8e2e4158-ca96-4302-8ce5-bd91f4c30476,30-11-2012 05:09
24,cb348f80-8092-496e-91c8-af88d817ec42,0.23,eb8e5dbd-72a3-4a8a-9bf0-f9b7e1c47824,28-06-2014 22:26
25,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.24,e2e7a7fe-589e-4b32-87c9-48bcae074bb0,02-09-2014 13:21
26,add047b6-5946-49ff-8d86-17c0a7bfb763,0.58,95bc1e66-5e92-41e1-8c78-e03db33a48ea,06-04-2022 22:40
27,583b2bb8-926d-4f7d-9c4f-cafbe5b7172a,0.77,3cd44fcc-da7e-46e4-a18e-8cec19794d69,17-11-2018 02:01
28,d6ccd088-11be-4c25-aa1f-ea87c01a04db,0.15,333d8548-a8d6-4d7e-9e0e-b957be96bc12,03-04-2014 06:06
29,486059c8-a06f-4c4d-9938-5e8cca00cbb7,0.03,f8b0517b-3736-4030-9160-b9de5b15e236,08-02-2021 00:04
30,d97d5201-cb25-4ebe-ab50-3dac232d95b6,0.08,9bccb599-66a3-4798-b648-ce14f7de5827,15-05-2016 23:07
31,26583d39-21dd-4404-9f95-ceda18a26be4,0.37,6416c457-28d4-47a6-997f-c6dade347bfa,20-06-2012 02:26
32,ec4aa84b-bcb9-4b6a-b5ef-1ab2462e15a0,0.16,41309fe4-4233-4741-8bf0-cfc231db7fec,03-07-2015 14:02
33,707e4237-191c-4cc9-85af-383a6c1cb2ab,0.33,63799f16-2658-4b35-8108-c39bb97b8afe,04-07-2013 02:51
34,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,0.34,cddcc4ea-e23f-4149-b70d-f04f7d4689d2,19-01-2016 22:06
35,42d00f15-6ec0-48d8-9e0c-f1324dc1a4da,0.97,e5a98236-ec00-453b-913f-4cbfd8772556,13-12-2023 20:33
36,7bca9562-cea2-4f23-9ea0-14b532531af2,0.35,4315388c-cfea-45af-9607-951a036b283a,15-06-2010 18:01
37,b5c56c3f-b5c0-42b4-afb2-54fdd1dd488a,1,be60513e-1ad1-4333-9127-4802e9fde171,03-12-2018 15:57
38,5adfc643-aa8e-4140-b2c3-98a946444632,0.05,16eb586b-c888-440c-a40d-f72981c4ccba,16-06-2010 23:39
39,e3dcd026-ef70-4bcf-8e77-71d6740f042d,0.61,b0b78d6b-f3a0-4937-8961-6670ed88068c,07-05-2010 03:07
40,891e242e-4e58-469f-8de1-a60ffa8eb286,0.06,976f9421-eb1f-4958-b629-6cfaef5c3ee1,31-01-2014 18:54
41,32a2ea10-8010-4046-bf34-2117692ebd4a,0.3,f0d22efd-9e71-4b37-9aa2-73a544e9f4d6,16-06-2013 01:12
42,4e5ee8d4-6c3e-4dc3-b5eb-99d72d1348f0,0.58,9e813b41-aa7a-4aa7-ac6a-e94f01b5b452,16-09-2010 01:34
43,4061b578-318d-4d23-899b-1c3e11192a09,0.03,e5968168-5c12-4d0d-8570-fd06c03bb6ec,25-12-2018 02:51
44,049b2171-0eeb-4a3e-bf98-0c290c7821da,0.76,e0240f58-5c24-4a83-b809-ae10bec4eacc,22-12-2016 07:12
45,049b2171-0eeb-4a3e-bf98-0c290c7821da,0.66,7e7e929d-5ccc-4673-be7a-1d59dc4a258e,03-07-2014 11:15
46,c4355226-5f80-40ab-b3aa-de4344834a5d,0.81,5bef754a-0c7c-41d3-bd05-750fe5b268f3,19-11-2021 20:20
47,0e4c10f4-77bc-4c67-86b2-b4da5ded19bf,0.02,f38e6333-e4cb-45ee-a6dd-782da359b82c,25-03-2017 02:19
48,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.7,6e2ec9f0-2131-4a5d-8dd0-bb837388eb3f,21-10-2011 22:51
49,fbeb39cc-8cd0-4143-bdfb-77658a02dec9,0.44,ff560186-cb5a-46e0-9324-e98d940b6faa,29-04-2021 23:43
50,2cee124c-ca13-4b13-a20a-253900ca2b81,0.23,aa252a39-3a9e-458a-a045-bf6375462293,13-05-2022 21:00
51,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.37,efdca43f-260c-47ec-a663-7d8cacf34290,03-03-2016 03:11
52,95a6c33e-121a-41b4-be1f-0299d535f748,0.81,1e012eff-dafd-4147-bd07-03bb76eff60f,06-01-2022 12:35
53,fcc9e0ca-ad36-4925-8306-4369afd6cd41,0.77,4902257b-d26c-403f-a203-418effd0de0e,22-12-2016 10:31
54,4e7af07f-e739-4e42-b4a8-b3758acc1e8f,0.2,93614bee-9d6f-4f3e-96fb-946c9817f092,28-08-2021 21:25
55,f3bec808-bee0-4597-a129-53a3a2805a43,0.38,aedbb20a-e0a1-4177-a565-547aa4f6b40a,10-02-2012 23:45
56,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.37,14b6ed61-b172-410e-89a8-bd8ff6d03512,02-11-2018 17:14
57,3bae2d8d-a9b7-46cf-ad0a-cf268768d934,0.76,32eb352c-4c4b-4d9c-b0dd-841aaabdb035,18-07-2015 05:56
58,79eab594-7c8c-4868-af6d-3bf0996b5010,0.57,0775970b-af81-4cca-8b86-005dab043e52,09-07-2010 03:02
59,7b3efcb0-d2c6-4155-997f-758d80922ae6,0.89,083a59b0-e223-457a-828d-84647436a31d,18-06-2013 06:36
60,42d00f15-6ec0-48d8-9e0c-f1324dc1a4da,0.77,64247519-b739-4459-9553-99c5c7297fc7,20-04-2017 06:16
61,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.63,a1dda5c7-3e54-4c26-8773-e1dc0561aa0f,25-03-2011 20:01
62,cc3a1429-09d7-4ded-bec3-7d90d1b344fc,0.82,b4f5c1e7-8f8d-4f9f-a02f-431efd696429,03-04-2018 13:56
63,35cebec1-30a4-4ec9-859a-019375890da7,0.17,e3f8f83a-76db-4e8e-b967-e75cd1a6657b,01-08-2013 20:09
64,49f7d4a9-713a-4824-b378-aebb33ff8b2f,0.58,967c2f6d-f02c-45f6-bcf2-8ef0a9b1acea,27-08-2016 18:30
65,6370633a-ac41-42a1-a29e-56c14d63786f,0.02,4712eb37-01a5-463d-85b7-6e7c37b45572,15-11-2017 12:35
66,4e5ee8d4-6c3e-4dc3-b5eb-99d72d1348f0,0.11,7892ddce-119b-448a-abac-7f13095810c7,25-09-2017 21:42
67,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.19,4ad4bb75-70f4-4ec9-bba2-97def6b92a2b,15-11-2014 18:43
68,e22d5756-f645-4305-bb23-6cbdf0104c36,0.97,bde2f359-c076-4c3f-8662-3373b1c6f5c2,30-05-2013 12:11
69,89968f6a-b575-46ff-b71e-2238826be41b,0.27,a4b0fa83-98e2-41e5-b7e9-c1b03b93aea2,08-04-2015 17:20
70,8850dc95-5d7f-4f18-ba68-78ec90755ed1,0.28,ccf9a1f2-fbd9-49de-851f-b5a3cdb33116,25-04-2014 23:57
71,35cebec1-30a4-4ec9-859a-019375890da7,0.08,52b8c2e2-9104-4749-94f9-5db83161daea,28-05-2012 19:27
72,3bc41fec-bf85-4354-b832-d56751d2f283,0.69,ef059c9b-14b4-4b53-9ab2-b1ff7a7a3b15,17-07-2019 14:50
73,3bc41fec-bf85-4354-b832-d56751d2f283,0.91,90fc664e-345e-4b2e-ae27-0c1fc605507d,05-12-2011 01:40
74,a3ec02dd-a6be-4fc0-a8d1-ef34a2addca0,0.02,281ac0db-32c5-483c-a8f7-3dcd732430ff,27-11-2016 00:20
75,c21e3ba9-92a3-4745-92c2-6faef73223f7,0.14,665e3983-12bf-4ed4-bdff-9ebf72a1a8b8,04-01-2011 00:23
76,f658605e-75f3-4fed-a655-c0903f344427,0.77,db22081e-1abf-4496-b896-6aa61e73a7d8,25-01-2022 19:13
77,4a5b62f3-755f-4b82-9eaa-2e124d02d203,0.68,af038836-2d17-440a-8105-de446edd6db0,27-09-2018 14:14
78,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.9,a71995f9-e82a-415f-9788-1adb46c33059,20-01-2011 05:53
79,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.97,e3ae8372-b375-4b19-ab4f-2b21c84e93f2,08-07-2018 06:02
80,0e4c10f4-77bc-4c67-86b2-b4da5ded19bf,0.37,a80a278e-b0e9-4392-995c-f6d7a2f8c030,22-02-2012 19:17
81,459e1043-9c56-4c44-8aab-0f384fed51af,0.01,6a4526ea-a808-477a-a1df-5f5b3e1c49c7,16-05-2022 10:01
82,323bd298-7417-45df-b9a6-28bfd9c5b09a,0.24,309ef9b9-d18b-4fd0-bd41-81b4ab8a4581,24-02-2011 04:19
83,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.57,0bea2e6a-9416-4f8d-8aea-5da12ab3e20c,04-11-2017 11:04
84,4e4ad9f3-86ca-44a3-bb89-9256bde27f9e,0.56,aed3deb6-8184-4d49-99c0-623b9cfe83f7,12-04-2014 03:57
85,2360f50e-a196-42a0-82c2-b4f58de498e8,0.69,ed22f970-5a11-44a7-a31f-6ce631c241f7,20-02-2014 23:44
86,cb8ce677-5883-46e8-9c85-bf1c88841ef9,0.74,0bdb893c-4778-41fe-a489-23a915932266,11-06-2016 08:59
87,5da0c0fa-c01e-47a6-85b6-2bfb994fb96a,0.87,937aa719-15cc-4c8f-8804-0f370888be45,03-03-2014 06:23
88,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.58,d5f315d0-3997-4db7-92c7-3c642ef6920e,27-11-2010 13:36
89,e22d5756-f645-4305-bb23-6cbdf0104c36,0.34,62b7cd82-0ec9-4d17-bb0c-363224f13580,31-10-2019 06:14
90,459e1043-9c56-4c44-8aab-0f384fed51af,0.03,d64f32a5-7420-44b4-8481-61c81e41c94c,19-11-2016 21:58
91,c4355226-5f80-40ab-b3aa-de4344834a5d,0.27,5901f9c5-dc0a-4d02-b84b-6357c4ff2ea7,16-05-2018 10:13
92,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.36,0df5ecc2-d9b0-4fba-aae6-35169d54c7e5,22-05-2010 15:10
93,93577f2e-d6cf-4a4f-aee6-4b4aa1e13924,0.3,bd385b5f-6e7f-4a00-a01c-77c2e8c91516,15-11-2018 21:33
94,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.8,28d80b25-d7bb-4ad6-a405-adf43d5a421d,11-12-2010 13:10
95,7e33937d-7b4d-426c-a72f-382485b6df26,0.69,52d0dfb6-ff22-4168-b27b-6bf2a5e7929a,14-05-2021 10:08
96,abc7ecb4-9cbf-4276-8d2d-7bdac2ae5e9f,0.41,3eb72182-3f2c-4293-9d08-453c47819419,12-05-2019 19:47
97,7f5e86e6-f06f-45f6-bf44-27b095c9ad1d,0.15,55397988-03ad-4060-8bc8-b49ac6f6a411,06-11-2018 12:03
98,db69f72a-b98c-4f5d-9b47-1067b9da74c7,0.41,00e9a26a-573f-427f-9e78-c62d0c59a402,09-09-2017 21:04
99,e22d5756-f645-4305-bb23-6cbdf0104c36,0.2,1abcd720-2352-4f7d-b3bb-28f2c937a946,08-04-2014 00:26
100,b0a06565-d262-460e-9756-c17ecbd61ab5,1,2652876f-6221-4e00-b6ba-aa9afa8038ba,03-11-2022 03:26
101,29b1e0a9-df6c-40d2-967e-90e4befcb06b,0.31,b8913150-4b3d-452b-9ff8-282fef1ec9d2,13-06-2011 07:42
102,4c529bbb-2443-43c7-806d-6e09c86ea578,0.12,7ffae7d0-0e90-40b3-9956-48393bef9dc2,09-06-2018 15:16
103,c6ffd15f-c133-47a2-93e5-828eb4ad3e26,0.66,b5eb2172-dc92-4363-aa31-2acffa9e681e,06-01-2023 23:12
104,04da844d-8dba-4470-9119-e534d52a03a0,0.16,240876a3-1f09-4dbc-843a-2e91947be99b,09-01-2022 11:15
105,6232cdff-0954-496a-b645-09c79abbd6e0,0.71,8d1591cc-1d53-4c60-85ad-87f0c4017632,20-01-2017 06:13
106,87553cf4-8b08-4dd0-a0ce-abac3a515af8,0.16,b898624b-529c-4fe3-9515-2030db0ac7bf,15-05-2017 13:50
107,25ea1db6-98fe-4e53-9b4f-d8b6f14b6485,0.85,b1b565f1-adac-4a1d-b171-c30e15e25fe8,07-01-2015 10:47
108,1862b01f-6852-447c-9c36-5e50f1def7ab,0.11,73a15af4-b139-4302-ac5d-b2f185778af0,30-03-2023 05:03
109,9965f6f9-87a8-44e9-9872-3e483bd0f8f1,0.83,c543cc05-72d4-41e1-9517-a2140f6050fc,30-08-2018 04:47
110,731d3051-6ab4-45a2-a5fd-b3b045ebb480,0.55,810a433e-380c-461b-bd7f-a5f6c312e408,28-07-2018 13:42
111,c9efdd15-3719-474a-8460-e1b77912c4a2,0.94,2878c9fa-1438-418e-83ad-bfc02c18f7d1,28-12-2011 03:52
112,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.08,926f04dd-7953-4f8e-ab8e-7ef46f0b50c7,02-07-2011 02:10
113,cb348f80-8092-496e-91c8-af88d817ec42,0.07,f4bfc6f7-d4c1-416f-962c-80b1a649cda6,07-04-2018 12:53
114,4c529bbb-2443-43c7-806d-6e09c86ea578,0.22,f2775719-633c-4e12-9149-61df43473c86,28-11-2023 06:48
115,9ed419c7-391a-4b1a-87d9-b311ebe93c75,0.47,ba0409cf-5cf6-45de-afa2-54a56246e96d,13-08-2014 14:27
116,fbeb39cc-8cd0-4143-bdfb-77658a02dec9,0.63,2971ca05-2541-46c0-9dad-d5983447eeac,09-11-2017 06:14
117,04ec02a4-045f-409e-9161-bb7ccb1d8b05,0.59,1cdabd1b-41e4-4513-9012-1ed09466a4e4,23-06-2023 23:07
118,6232cdff-0954-496a-b645-09c79abbd6e0,0.53,d2c37cb6-bd1f-4e2d-905f-ee0702f5016f,02-05-2012 04:23
119,0f0341de-4b99-43bf-b4bb-f60af2131d68,0.82,064e4dda-385c-4b58-a9de-3304dd2920d5,16-06-2015 21:04
120,29b1e0a9-df6c-40d2-967e-90e4befcb06b,0.5,0a5d64c8-1d58-482f-b066-cd0b8980db9a,12-12-2012 16:55
121,891e242e-4e58-469f-8de1-a60ffa8eb286,0.52,1f2dcc0c-1062-4dc4-ae72-463664580173,14-11-2023 05:08
122,31dc85c1-1c5f-4d5a-a79a-1a302c27192c,0.11,e06548e5-1389-4e7a-b611-784f4926c7e1,03-04-2022 02:08
123,a13bd36b-acd1-402a-a009-4d1472e5e34a,0.47,98e81315-c878-443e-a049-0d172e64d783,08-10-2012 10:58
124,b3588df6-8fea-4438-827b-ea2a01f25cb4,0.1,f86ff151-3873-492a-b74f-cc02c8007117,03-10-2013 04:10
